language	task	first_entropy	last_entropy	majority_baseline	sentence_char_len	sentence_char_per_subword	sentence_fertility	sentence_subword_len	sentence_word_len	target_char_len	target_char_per_subword	target_fertility	target_subw_entropy
Arabic	gender_verb	4.561179261507734	6.979274860248442	50.0	115.62625	2.2024214177266486	2.0497308175836055	52.70291666666667	25.86541666666667	4.64	1.7672400793650809	2.79	4.561179261507734
Armenian	animacy_noun	6.216279430951944	6.982669008210691	60.0	107.55583333333334	2.0074373107198484	2.6132299278105826	53.185833333333335	20.515833333333333	8.294583333333334	2.1756293290043276	4.156666666666666	6.216279430951944
Armenian	definite_noun	6.192619668898097	6.7538468678452785	50.0	108.16541666666667	2.025661224907743	2.6010426094588754	53.03791666666667	20.487083333333334	8.51625	2.2418052248677274	4.158333333333333	6.192619668898097
Armenian	subcat_verb	5.609499393559138	6.6220525372071535	50.0	100.3775	1.9601785306715718	2.5411971301698233	50.630833333333335	19.992916666666666	7.382916666666667	2.0993700396825377	3.85375	5.609499393559138
Basque	case_noun	9.242418813369383	6.224040540595189	9.090909090909118	95.79158068510111	2.9288555727891343	1.998538361834461	32.62071811803549	16.381758151052413	9.849773008666942	3.1595801479210452	3.24927775484936	9.242418813369383
Basque	definite_noun	9.264471025042416	6.929668342210241	50.0	94.34291666666667	2.9160222114482663	1.9811708840825373	32.2125	16.29083333333333	9.280416666666667	3.077663855820106	3.1391666666666667	9.264471025042416
Basque	number_noun	9.247789302606332	6.404370104535686	50.0	96.6475	2.949559422987645	2.0029871503203447	32.75666666666667	16.36625	9.697083333333333	3.111762235449735	3.2391666666666667	9.247789302606332
Bulgarian	aspect_verb	6.822202374010475	6.999406055697357	50.0	74.25583333333333	2.4256056179296155	1.8796288284531033	30.234583333333333	16.229166666666668	7.468333333333334	2.4192238756613724	3.247916666666667	6.822202374010475
Bulgarian	definite_adj	8.158870357114495	7.103503417197174	50.0	94.2025	2.576913654087947	1.9637766732679973	36.5175	18.81625	9.300416666666667	2.9076698683261144	3.4183333333333334	8.158870357114495
Bulgarian	definite_noun	8.256581050745671	7.5677502099034495	50.0	85.67666666666666	2.507921824761067	1.95788188279326	34.01125	17.67	8.3275	2.9695120701058175	3.1020833333333333	8.256581050745671
Bulgarian	gender_adj	8.195562553292401	6.980926863176931	33.33333333333325	92.14357053682896	2.5623648940514525	1.9489700719151835	35.888888888888886	18.60382854764877	9.075738660008323	2.9573221964607734	3.3258426966292136	8.195562553292401
Bulgarian	gender_noun	8.20457863646702	7.673033010903977	33.33333333333325	87.35289221806076	2.517984516990034	1.951302789933451	34.54099042863088	17.9625468164794	8.470245526425302	3.0203342052593007	3.110278818143987	8.20457863646702
Bulgarian	number_adj	8.024057997854907	6.866261620007736	50.0	95.09916666666666	2.5747194054458564	1.9773389400358035	36.87375	18.91583333333333	9.390833333333333	2.873335813492064	3.47125	8.024057997854907
Bulgarian	number_verb	6.694993311226231	6.765411417511393	50.0	76.145	2.4404520330857067	1.8886028806511077	30.804583333333333	16.504166666666666	7.607916666666667	2.43070833333334	3.305	6.694993311226231
Bulgarian	person_verb	6.869258520960873	6.165108168832456	35.82089552238705	66.57725947521865	2.3662648210925927	1.839952553717194	27.522698875468556	15.09954185755935	7.297792586422324	2.3155758513317872	3.301957517700958	6.869258520960873
Bulgarian	tense_verb	6.82637284774345	6.349709865922118	38.308457711444476	73.1631973355537	2.4020974055049638	1.8966615656293582	30.12323064113239	16.06661115736886	7.4779350541215655	2.385017445779312	3.309741881765196	6.82637284774345
Bulgarian	verbform_verb	6.56318549175031	7.216972722740089	50.0	76.90083333333334	2.4375465759425747	1.8796527346639553	31.20625	16.755	7.70375	2.501705026455031	3.254583333333333	6.56318549175031
Bulgarian	voice_verb	6.615805102571482	7.255106874822672	73.5	78.10583333333334	2.4637041212984605	1.8701034229044349	31.298333333333332	16.871666666666666	7.724166666666667	2.5415277777777834	3.2395833333333335	6.615805102571482
Catalan	gender_adj	9.166655758947387	7.502097077490618	50.0	123.38791666666667	3.095490836471137	1.462504731564931	39.964166666666664	27.44625	8.747083333333334	3.5742142857142842	2.714583333333333	9.166655758947387
Catalan	gender_noun	9.425854148668432	8.292837447265802	50.0	117.24416666666667	3.0398249022883608	1.445901221820628	38.61541666666667	26.819166666666668	8.1525	3.736479166666665	2.4091666666666667	9.425854148668432
Catalan	mood_verb	8.643328476005191	6.754033250826296	68.0	116.6575	3.0506163287626	1.4415261426613388	38.13166666666667	26.58875	7.904166666666667	3.2632361111111123	2.5716666666666668	8.643328476005191
Catalan	number_adj	9.269589397217237	7.287870377883638	50.0	123.24583333333334	3.1150052525135505	1.4591045530627456	39.65	27.34625	8.96	3.774312499999999	2.6683333333333334	9.269589397217237
Catalan	number_noun	9.501228267503071	8.029015422767504	50.0	118.91083333333333	3.047569724867573	1.4492324726753332	39.069583333333334	27.075	8.28375	3.765793650793645	2.435	9.501228267503071
Catalan	number_verb	8.78069238502035	6.875684280590906	50.0	115.37041666666667	3.0486661801196946	1.440920628342833	37.82125	26.379166666666666	8.084166666666667	3.3653263888888887	2.5525	8.78069238502035
Catalan	tense_verb	8.718371270783235	6.409040482834111	25.0	118.01208333333334	3.046331080756234	1.4397289519379142	38.69375	27.0175	8.184583333333334	3.346604166666668	2.5954166666666665	8.718371270783235
Catalan	verbform_verb	8.765666633815647	6.990522109082602	29.207920792077655	116.84247714048213	3.05033389684607	1.4302523391584545	38.28927680798005	26.878221113881963	8.127597672485454	3.515731504571903	2.5108063175394846	8.765666633815647
Croatian	case_adj	9.004217590532992	7.02515364318394	17.821782178217035	126.91805324459234	2.825681147069171	1.866809728812976	44.96672212978369	24.227537437603992	9.087354409317804	3.031054393471201	3.1405990016638934	9.004217590532992
Croatian	case_noun	9.205280166283394	7.801815495017692	16.666666666666618	122.44379925342182	2.8001731991451346	1.8426587313474807	43.715885524678555	23.85566155122356	8.094566569888013	3.190307650780484	2.737453338863542	9.205280166283394
Croatian	definite_adj	8.959209184655034	7.6910919281452665	73.0	113.39625	2.8213102453268704	1.832906564940506	40.16833333333334	21.991666666666667	8.536666666666667	2.987467261904763	2.9983333333333335	8.959209184655034
Croatian	gender_adj	9.026763040464086	7.524136202303744	33.33333333333325	123.44860590928006	2.838532665103847	1.855289878166336	43.57012068248023	23.60549313358302	8.94173949230129	3.0064258301461795	3.1156887224302956	9.026763040464086
Croatian	gender_noun	9.066452330761953	8.151944977653677	33.33333333333325	119.82397003745318	2.8081620281546	1.8473913539361035	42.71743653766126	23.295464003329172	8.209737827715356	3.1797567854996065	2.77819392426134	9.066452330761953
Croatian	number_adj	8.995570234188056	7.528835470417027	50.0	125.38041666666666	2.8381369247268973	1.845749163920301	44.20666666666666	24.085	9.02	3.0680988756613767	3.0825	8.995570234188056
Croatian	number_noun	9.246018231598912	8.167836405243076	50.0	121.39625	2.8119565153017483	1.8326014793889138	43.16291666666667	23.69	8.029583333333333	3.230174107142857	2.6866666666666665	9.246018231598912
Croatian	number_verb	7.737121689460773	7.0224942520978155	50.0	112.47666666666667	2.770754888601183	1.7848078869527004	40.48291666666667	22.810833333333335	7.664166666666667	2.85965972222222	2.8229166666666665	7.737121689460773
Croatian	tense_verb	7.62810684728543	7.0893880759986	50.0	113.9075	2.7759305343765073	1.7732169046451944	40.9925	23.183333333333334	7.58625	2.8682291666666666	2.796666666666667	7.62810684728543
Croatian	verbform_verb	7.671989645945742	6.927917892310015	33.33333333333325	114.30087390761548	2.776712380778628	1.7800287078179287	41.11069496462755	23.19392426133999	7.903037869330004	2.863899292550981	2.874739908447774	7.671989645945742
Czech	animacy_adj	8.797422459400803	6.744056601312169	50.0	109.72875	2.559275963438675	2.05670962913882	42.81875	21.237916666666667	9.733333333333333	2.784233961640211	3.6641666666666666	8.797422459400803
Czech	animacy_noun	9.13053686447844	7.524791395061012	50.0	100.29125	2.4958773369334817	2.007125879747654	39.99916666666667	20.294166666666666	7.6625	2.602210317460318	3.129166666666667	9.13053686447844
Czech	animacy_propn	9.348022585124754	8.596090285167765	50.0	103.41541666666667	2.5754351337024293	1.9188346419905122	40.05	21.1225	6.92125	2.97955853174603	2.6466666666666665	9.348022585124754
Czech	animacy_verb	7.055213176781649	5.07560148871524	50.0	94.43333333333334	2.4561883583579416	1.9285192184613213	38.068333333333335	19.911666666666665	8.073333333333334	2.4782366071428577	3.38125	7.055213176781649
Czech	aspect_adj	6.591514959133982	5.872479985458952	50.0	111.84291666666667	2.5907492779309873	1.993354692309033	43.15833333333333	21.87875	9.33375	2.648994047619047	3.6820833333333334	6.591514959133982
Czech	aspect_verb	6.763579861356905	7.04506500881978	50.0	99.53791666666666	2.5068553491271675	1.973848533386896	39.545	20.35125	8.367083333333333	2.403076388888887	3.6104166666666666	6.763579861356905
Czech	case_adj	8.754828932584864	6.702443145064828	16.666666666666615	113.73714759535655	2.567943072454578	2.0703504827677146	44.290630182421225	21.679933665008292	9.947346600331676	2.796742478085758	3.7251243781094527	8.754828932584864
Czech	case_propn	9.28611167882032	7.5216315208305256	16.666666666666615	108.65008291873964	2.5730343902727624	1.9510826259702505	42.200248756218905	21.890961857379768	7.634328358208955	2.8402688936271026	2.916252072968491	9.28611167882032
Czech	degree_adj	6.85070560180758	5.436172563766534	47.5	110.24739691795085	2.5831847663741088	2.053416794574266	42.68054977092878	21.065389421074553	11.172428154935444	2.8449222546161277	4.107455226988755	6.85070560180758
Czech	gender_adj	8.682956816149284	7.101308177736016	33.33333333333325	111.71826883062838	2.582015441661023	2.0578404609232233	43.270911360799005	21.32168123179359	9.742821473158552	2.7967540574282093	3.650020807324178	8.682956816149284
Czech	gender_noun	8.933770043142397	8.054197271817419	33.33333333333325	102.35622138992926	2.5021450497338864	2.0397198428157273	40.68539325842696	20.330420307948398	7.806075738660009	2.609603465845667	3.1702039117769454	8.933770043142397
Czech	gender_propn	9.33205321547733	8.919947696966494	33.33333333333325	104.46774864752393	2.5600151356615513	1.9164778677421257	40.72034956304619	21.525593008739076	6.7598834789846025	2.9165423181340797	2.631710362047441	9.33205321547733
Czech	gender_verb	6.95244698703804	5.9775875134052106	33.33333333333325	94.72326258843113	2.475888277750698	1.9293681000998475	37.95672076570953	19.85310029130254	8.350811485642947	2.508212948100588	3.4581772784019975	6.95244698703804
Czech	mood_verb	7.203732469072142	5.729445060720944	50.0	82.23125	2.346334816425657	1.9265617370667736	34.2475	17.94625	7.524166666666667	2.2185367063492105	3.5316666666666667	7.203732469072142
Czech	nametype_propn	9.564847025919383	8.962227192056881	14.499999999999996	96.67110187110187	2.562385795589614	1.9216476746017193	37.633264033264034	19.743451143451143	6.641164241164241	3.0002306702306685	2.565904365904366	9.564847025919383
Czech	number_adj	8.682025052775986	7.129147353648244	50.0	113.57791666666667	2.5819113372308946	2.0552343039350456	43.92333333333333	21.678333333333335	9.88625	2.8350353835978845	3.6595833333333334	8.682025052775986
Czech	number_noun	8.994441205700657	7.936330375887023	50.0	102.98083333333334	2.49903012831332	2.0358941096463976	41.001666666666665	20.50375	7.839166666666666	2.5953174603174594	3.1654166666666668	8.994441205700657
Czech	number_propn	9.039129599988827	8.156059663425681	50.0	102.215	2.5411637886974385	1.9324260133356828	40.1125	21.08375	7.40125	2.8561230158730138	2.9058333333333333	9.039129599988827
Czech	number_verb	7.080153743565344	6.9310231741961275	50.0	93.58541666666666	2.4372634173839405	1.9418755486123098	37.98	19.775	8.112916666666667	2.4134330357142866	3.4775	7.080153743565344
Czech	person_verb	7.363846553225631	5.467729587178817	33.33333333333325	83.67415730337079	2.3481286115107296	1.9235404104193132	34.907199334165625	18.32917186849771	7.743237619642114	2.264860392763012	3.5418227215980025	7.363846553225631
Czech	polarity_adj	6.846993997641748	6.9617497620149225	50.0	112.23458333333333	2.5627061270671794	2.07369259119079	43.715	21.460833333333333	10.4	2.7291403769841254	3.975416666666667	6.846993997641748
Czech	polarity_verb	6.082686444673535	7.245989304679979	50.0	93.29166666666667	2.4498770546525264	1.9410588965313362	37.579166666666666	19.625833333333333	8.520833333333334	2.4102499999999996	3.651666666666667	6.082686444673535
Czech	voice_adj	7.069514093639873	5.6507119669053445	50.0	113.1475	2.5845198695181626	2.0200867079047224	43.82666666666667	21.949166666666667	9.615	2.7481696428571434	3.6804166666666664	7.069514093639873
Danish	definite_noun	9.576327010295824	7.9506887000083415	50.0	102.27291666666666	2.890069892511737	1.6485123286213346	35.263333333333335	21.67875	9.659583333333334	3.415257665945165	3.0920833333333335	9.576327010295824
Danish	gender_noun	9.602687905952697	8.217109165744802	50.0	104.30708333333334	2.8699192857117746	1.651250161617355	36.26875	22.2725	9.514583333333333	3.3672229437229455	3.0954166666666665	9.602687905952697
Danish	number_noun	9.529236432377957	7.892410874029563	50.0	102.79708333333333	2.872617152748854	1.6638317554914146	35.65833333333333	21.792916666666667	9.560416666666667	3.3233809523809517	3.12	9.529236432377957
Danish	tense_verb	8.201077560176708	7.03147239886889	54.0	97.29125	2.86828089848849	1.601513254121234	33.74791666666667	21.33125	7.355	3.2079722222222204	2.4879166666666666	8.201077560176708
Danish	verbform_verb	8.16738853141109	7.3596815793844685	33.33333333333325	98.9404910528506	2.8763694952842807	1.5752091038439637	34.21057012068248	21.863920099875156	7.123179359134415	3.114509640726865	2.4665002080732417	8.16738853141109
Dutch	gender_noun	9.573669694008688	8.935801791382758	50.0	97.49666666666667	3.2479457520670048	1.5291243686074631	30.054583333333333	19.812916666666666	9.303333333333333	3.7213740079365083	2.75375	9.573669694008688
Dutch	gender_propn	9.494709164469926	9.448647004865542	50.0	89.78041666666667	3.182953936030881	1.5134364457312384	28.129166666666666	18.76875	7.4991666666666665	3.556519319800572	2.45625	9.494709164469926
Dutch	number_noun	9.69216546276749	8.142573915925162	50.0	102.14666666666666	3.2759821005093444	1.5451005361976158	31.290416666666665	20.437083333333334	10.036666666666667	3.7067304766992195	2.93625	9.69216546276749
Dutch	verbform_verb	7.684525675738374	7.215648413178865	33.33333333333325	95.22263836870579	3.2312426775861507	1.5063892790931228	29.34623387432376	19.557220141489804	8.435705368289637	3.419375582109668	2.6641697877652932	7.684525675738374
English	number_noun	10.214726497428392	8.267786950975394	50.0	93.71458333333334	3.4598410189164013	1.2852285019893375	27.047083333333333	21.651666666666667	7.682083333333333	4.083759424603176	2.1875	10.214726497428392
English	tense_verb	9.853214238460708	8.058040757137103	50.0	90.99833333333333	3.50960081328106	1.240166307043989	25.935416666666665	21.231666666666666	7.370416666666666	4.560909722222221	1.9220833333333334	9.853214238460708
English	verbform_verb	9.781098175406703	8.263037367059983	25.0	92.95833333333333	3.5081471397669617	1.2423518518116514	26.3275	21.596666666666668	7.42	4.268409722222223	2.0329166666666665	9.781098175406703
Estonian	case_adj	8.677643888111184	6.537352738558641	12.5	117.72875	2.6561039107561446	2.3585531325864983	44.248333333333335	19.0375	10.085833333333333	2.792802414021164	3.683333333333333	8.677643888111184
Estonian	case_noun	8.798747792146159	7.317668795015693	6.666666666666428	109.64691358024692	2.647157204429073	2.28204720157657	41.392181069958845	18.360905349794237	10.441563786008231	2.881424815468028	3.7473251028806582	8.798747792146159
Estonian	number_adj	8.763019587101411	7.030033802538804	50.0	114.12541666666667	2.6566412994408566	2.3374883145720515	42.92375	18.53375	10.12	2.798610975829719	3.69375	8.763019587101411
Estonian	number_noun	8.882070309500136	7.500706687789129	50.0	109.42	2.624730626472955	2.322484983317215	41.635416666666664	18.17	10.375833333333333	2.7997301587301537	3.8179166666666666	8.882070309500136
Estonian	number_verb	8.227668441765179	5.6575331346935	50.0	91.18	2.553870371852052	2.150111475016972	35.24791666666667	16.47458333333333	7.475833333333333	2.5957638888888916	2.9875	8.227668441765179
Estonian	person_verb	8.282705514343125	6.383891827043904	37.5	78.29154518950438	2.485515904919367	2.0489787450821404	30.93377759266972	15.109537692628072	7.003331945022907	2.5446619464112175	2.8458975426905457	8.282705514343125
Estonian	tense_adj	8.153376284706901	5.252215608153337	50.0	122.39125	2.6693774162464323	2.3613762089919983	45.861666666666665	19.712083333333332	9.430416666666666	2.922612433862432	3.3670833333333334	8.153376284706901
Estonian	tense_verb	8.184195420828349	6.616014587524363	50.0	90.17083333333333	2.580278521863454	2.108508896403677	34.65625	16.519166666666667	7.59125	2.6821180555555575	2.9341666666666666	8.184195420828349
Estonian	verbform_verb	8.217825045039271	6.216653920454412	20.792079207921688	102.77227310574521	2.609891584800924	2.1599359286565756	39.11740216486262	18.142381348875936	8.246877601998335	2.8362710307547943	3.019983347210658	8.217825045039271
Estonian	voice_adj	8.089141313164898	5.149348569013537	57.999999999999986	120.99458333333334	2.6653132883454576	2.3517630841159014	45.42666666666667	19.585416666666667	9.5175	2.9637022156084685	3.3441666666666667	8.089141313164898
Estonian	voice_verb	8.188771288977831	6.450553182753131	50.0	99.29333333333334	2.6204532678636436	2.1907486006360886	37.556666666666665	17.262916666666666	8.264166666666666	2.9167177579365093	2.9470833333333335	8.188771288977831
Finnish	case_adj	8.551375635361191	7.221289823655312	9.09090909090912	101.35841256717652	2.8947425414088452	2.380068694926257	34.812732534105	14.84167011161637	10.957420421661844	3.134748730439105	3.6023150062009095	8.551375635361191
Finnish	case_noun	8.903767142801328	7.572418591425441	8.457711442785966	99.41400745959386	2.8831933576811997	2.3871190878846473	34.340240364691255	14.624948197264816	11.35308744301699	3.01285299863833	3.898052217157066	8.903767142801328
Finnish	case_propn	9.26180169278531	7.01703764146587	12.5	93.20814291649356	2.9810231822858713	2.2621415340396545	31.330702118820106	14.118404653095139	9.419194017449106	3.312897402417554	3.0689655172413794	9.26180169278531
Finnish	case_verb	8.085802046910148	7.0610838041817905	8.571428571428624	100.31064356435644	2.849743481303448	2.389926772121299	34.95379537953795	14.712458745874587	10.430693069306932	2.980146288438363	3.6155115511551155	8.085802046910148
Finnish	degree_adj	8.357641301944836	7.071973577464443	34.3283582089545	105.60807996668055	2.9055197047696244	2.345454768541525	36.212411495210326	15.580591420241566	10.585172844648064	2.9880205337723047	3.630987088713036	8.357641301944836
Finnish	derivation_adj	8.300068532185062	6.726807717443995	25.0	123.59916666666666	2.9660829462502667	2.4172886599182495	41.67458333333333	17.486666666666668	12.284583333333334	3.3725710828523336	3.817083333333333	8.300068532185062
Finnish	derivation_noun	8.494957028533653	7.153338096759867	20.0	122.15980024968789	2.9724802746398904	2.43365746234011	41.25967540574282	17.11860174781523	12.307532251352477	3.2299778595658792	3.9870994590095714	8.494957028533653
Finnish	infform_verb	8.142647948538832	6.348424464512856	33.33333333333325	94.99500416319734	2.8275387832654713	2.298466160807372	33.302664446294756	14.562447960033305	9.540799333888426	2.991806431148644	3.286427976686095	8.142647948538832
Finnish	mood_verb	8.396888534739771	6.7926329386484285	33.33333333333325	73.78277153558052	2.7170003222957715	2.1633382838440136	26.591344153141907	12.340823970037453	8.191427382438619	2.7398252184769047	3.093216812317936	8.396888534739771
Finnish	number_adj	8.680425690224931	7.492240118205627	50.0	100.15666666666667	2.9005922307541834	2.3783476958816854	34.39208333333333	14.6575	10.645416666666666	3.0730231481481494	3.564583333333333	8.680425690224931
Finnish	number_noun	8.99267501725859	7.884987561463102	50.0	102.43791666666667	2.886996701273113	2.3849048637227592	35.3525	15.02875	11.182083333333333	2.958660383597885	3.8970833333333332	8.99267501725859
Finnish	number_verb	8.441751522750542	7.318661697557986	50.0	94.88375	2.8263821569686445	2.3414135969559626	33.194583333333334	14.283333333333333	9.442916666666667	2.866786706349205	3.3895833333333334	8.441751522750542
Finnish	partform_verb	7.904285269896534	7.107569939216019	33.33333333333325	106.35955056179775	2.8918106588225867	2.409570669194728	36.603828547648774	15.379525593008738	10.126924677486475	2.908531663462997	3.5946733250104037	7.904285269896534
Finnish	tense_verb	8.381900436264857	7.031388144441719	50.0	78.93291666666667	2.781633192419871	2.2310338112958124	27.986666666666668	12.72375	7.905833333333334	2.82245337301587	2.932916666666667	8.381900436264857
Finnish	verbform_verb	8.30048580295205	7.658658899702578	33.33333333333325	91.98168955472326	2.8297307332407704	2.3004246832562054	32.17436537661257	14.130669995838534	9.359134415314191	2.8909319699581815	3.3341656263004578	8.30048580295205
Finnish	voice_verb	8.379335382518063	7.525336754068277	50.0	95.36916666666667	2.8457344480196736	2.324982118407739	33.17125	14.362083333333333	9.574166666666667	2.937454695767197	3.3583333333333334	8.379335382518063
French	gender_adj	9.68269520567916	8.039375998693014	50.0	113.31708333333333	3.3847867562135727	1.4026474483168356	33.70166666666667	24.253333333333334	8.9625	4.1120550595238115	2.5120833333333334	9.68269520567916
French	gender_noun	9.928959813492664	8.817844810572806	50.0	108.62583333333333	3.3078067290950783	1.3979445418188678	32.9975	24.002083333333335	8.339166666666667	4.108842270607071	2.36375	9.928959813492664
French	gender_verb	8.562714335236691	6.338740899618507	50.0	107.43958333333333	3.3304050651167802	1.3750524549891603	32.47	23.76375	7.590416666666667	3.477726190476191	2.46125	8.562714335236691
French	number_adj	9.623373054004153	7.718620778504346	50.0	114.77041666666666	3.41513942077853	1.4012546702998678	33.848333333333336	24.427083333333332	9.147916666666667	4.152134063852819	2.54875	9.623373054004153
French	number_noun	10.027220689342858	8.432752028453415	50.0	109.165	3.310071440839394	1.3981408250290868	33.23041666666666	24.026666666666667	8.315416666666666	4.131356150793648	2.3295833333333333	10.027220689342858
French	number_verb	8.847658152359765	7.258930029697758	50.0	108.63125	3.339578909226719	1.3759980494605966	32.6625	23.877916666666668	8.034166666666666	3.574444444444446	2.495833333333333	8.847658152359765
French	tense_verb	8.798545946269615	7.080904330258873	28.217821782178355	107.6007493755204	3.3112616767888343	1.3794637288086329	32.63238967527061	23.812656119900083	8.201915070774355	3.5688800999167354	2.515820149875104	8.798545946269615
French	verbform_verb	8.777475287341531	7.423792348586565	39.800995024876826	109.10070744902205	3.3058085082212476	1.3730623920680305	33.11194340407823	24.250936329588015	7.85892634207241	3.5353793868775143	2.468997086974615	8.777475287341531
German	case_adj	9.343490854261036	6.574865678481809	25.0	121.91291666666666	3.685125160731211	1.6441467659158946	33.30375	20.608333333333334	11.302916666666667	4.2333189484127	3.0295833333333335	9.343490854261036
German	case_noun	9.636470947647087	9.156791978044321	25.0	116.25375	3.6882157062399674	1.5064406821602108	31.845	21.287916666666668	10.514166666666666	4.331694444444446	2.7575	9.636470947647087
German	case_propn	9.944227560714136	9.33502470744194	25.0	110.83666666666667	3.640164686971231	1.5193158340841042	30.71291666666667	20.553333333333335	7.510833333333333	3.604314965127465	2.4170833333333333	9.944227560714136
German	gender_adj	9.443280508828565	7.102107406078088	33.33333333333325	120.97460449625312	3.71557944203141	1.5510082722968317	32.8180682764363	21.41631973355537	10.75811823480433	4.547489691130405	2.7597835137385514	9.443280508828565
German	gender_noun	9.563884822368527	9.160678122584875	33.33333333333325	114.3304203079484	3.6878862370944363	1.5145415158297648	31.29338327091136	20.841448189762797	10.625468164794007	4.356102325796458	2.799001248439451	9.563884822368527
German	gender_propn	10.156421618262513	9.990141771661142	33.33333333333325	112.744379683597	3.686274126964181	1.4311831789087865	31.011240632805993	21.760199833472107	7.3588676103247295	4.1136632171603065	2.1253122398001665	10.156421618262513
German	number_adj	9.449667942869961	7.1410553428497225	50.0	124.09083333333334	3.7360523125748	1.5542051383732742	33.499583333333334	21.815416666666668	10.883333333333333	4.604597718253963	2.7625	9.449667942869961
German	number_noun	9.522832940390897	8.894987731456194	50.0	114.98625	3.677787256987108	1.5239875119758524	31.554166666666667	20.889583333333334	10.764583333333333	4.197929728835982	2.87625	9.522832940390897
German	number_verb	8.38220456438935	7.499434506858822	50.0	110.71208333333334	3.5460815221951907	1.6234591486448535	31.300416666666667	19.773333333333333	8.292916666666667	3.7760486111111096	2.4591666666666665	8.38220456438935
German	tense_verb	8.505160170029688	7.491504707550759	50.0	110.2525	3.580872889753335	1.5911952646246352	30.92625	19.780416666666667	8.17375	3.8187986111111125	2.421666666666667	8.505160170029688
German	verbform_verb	8.081781757265237	8.35513292116583	33.33333333333325	111.30016652789342	3.689738419626431	1.4622766492030588	30.5	20.914238134887594	8.975020815986678	4.733742714404661	2.284346378018318	8.081781757265237
Greek	aspect_verb	4.68352637388854	6.717298663422394	50.0	130.9875	2.069401932545593	2.522791029426007	63.499583333333334	25.315416666666668	9.481666666666667	1.9538346861471823	5.254166666666666	4.68352637388854
Greek	case_noun	5.321517495761173	7.926457948753454	33.33333333333325	134.2588431127757	2.0786007990011766	2.536845469406077	64.75863503953391	25.7819392426134	8.422388680815647	1.9963559109314442	4.580940491052851	5.321517495761173
Greek	gender_noun	5.347457907231865	8.011757854527243	33.33333333333325	134.93133583021225	2.07092312385876	2.544714938686464	65.23886808156472	25.90054099042863	8.330004161464835	1.9854896987231596	4.540574282147316	5.347457907231865
Greek	number_noun	5.277512346776049	7.880967229183555	50.0	135.26958333333334	2.0768599121761095	2.5519672911421707	65.25166666666667	25.829583333333332	8.522083333333333	1.9944247384559912	4.62	5.277512346776049
