ID,Name,Parameter,Language,Frequency,Confidence,References
104A-ger,A and P do not or do not both occur on the verb,Order of Person Markers on the Verb,German,,,Borgert and Nyhan 1975
105A-ger,Indirect-object construction,Ditransitive Constructions: The Verb 'Give',German,,,
106A-ger,Mixed,Reciprocal Constructions,German,,,Wiemer and Nedjalkov 2007
107A-ger,Present,Passive Constructions,German,,,Borgert and Nyhan 1975
108A-ger,No antipassive,Antipassive Constructions,German,,,
108B-ger,no antipassive,Productivity of the Antipassive Construction,German,,,
109A-ger,No applicative construction,Applicative Constructions,German,,,
109B-ger,No applicative construction,Other Roles of Applied Objects,German,,,
110A-ger,Sequential but no purposive,Periphrastic Causative Constructions,German,,,Harbert 1977;Durrell 1992
111A-ger,Morphological but no compound,Nonperiphrastic Causative Constructions,German,,,Durrell 1992;Harbert 1977
112A-ger,Negative particle,Negative Morphemes,German,,,Lederer 1969
113A-ger,Symmetric,Symmetric and Asymmetric Standard Negation,German,,,
114A-ger,Non-assignable,Subtypes of Asymmetric Standard Negation,German,,,
115A-ger,No predicate negation,Negative Indefinite Pronouns and Predicate Negation,German,,,
116A-ger,Interrogative word order,Polar Questions,German,,,Lederer 1969
122A-ger,Relative pronoun,Relativization on Subjects,German,,,
123A-ger,Relative pronoun,Relativization on Obliques,German,,,
124A-ger,Subject is left implicit,'Want' Complement Subjects,German,,,
125A-ger,Balanced/deranked,Purpose Clauses,German,,,
126A-ger,Balanced/deranked,'When' Clauses,German,,,
127A-ger,Balanced,Reason Clauses,German,,,
129A-ger,Different,Hand and Arm,German,,,Breul 1906
130A-ger,Different,Finger and Hand,German,,,Breul 1906
131A-ger,Decimal,Numeral Bases,German,,,
132A-ger,6,Number of Non-Derived Basic Colour Categories,German,,,
133A-ger,11,Number of Basic Colour Categories,German,,,
134A-ger,Green vs. blue,Green and Blue,German,,,
135A-ger,Red vs. yellow,Red and Yellow,German,,,
136A-ger,"M-T pronouns, paradigmatic",M-T Pronouns,German,,,
136B-ger,m in first person singular,M in First Person Singular,German,,,
137A-ger,No N-M pronouns,N-M Pronouns,German,,,
137B-ger,No m in second person singular,M in Second Person Singular,German,,,
138A-ger,Words derived from Min Nan Chinese te,Tea,German,,,
142A-ger,Affective meanings,Para-Linguistic Usages of Clicks,German,,,
143A-ger,Type 1 / Type 2,Order of Negative Morpheme and Verb,German,,,Lederer 1969
143E-ger,NegV,Preverbal Negative Morphemes,German,,,Lederer 1969
143F-ger,VNeg,Postverbal Negative Morphemes,German,,,Lederer 1969
143G-ger,None,Minor morphological means of signaling negation,German,,,Lederer 1969
144A-ger,More than one position,"Position of Negative Word With Respect to Subject, Object, and Verb",German,,,Lederer 1969
144B-ger,"End, not immed postverbal",Position of negative words relative to beginning and end of clause and with respect to adjacency to verb,German,,,Lederer 1969
144D-ger,More than one construction,The Position of Negative Morphemes in SVO Languages,German,,,Lederer 1969
144E-ger,SVONeg/SONegV,Multiple Negative Constructions in SVO Languages,German,,,Lederer 1969
144H-ger,No NegSVO,NegSVO Order,German,,,Lederer 1969
144I-ger,No SNegVO,SNegVO Order,German,,,Lederer 1969
144J-ger,No SVNegO,SVNegO Order,German,,,Lederer 1969
144K-ger,NoDoubleNeg,SVONeg Order,German,,,Lederer 1969
144L-ger,More than one construction,The Position of Negative Morphemes in SOV Languages,German,,,Lederer 1969
144M-ger,SONegV/SVONeg,Multiple Negative Constructions in SOV Languages,German,,,Lederer 1969
144P-ger,No NegSOV,NegSOV Order,German,,,Lederer 1969
144Q-ger,No SNegOV,SNegOV Order,German,,,Lederer 1969
144R-ger,Word&NoDoubleNeg,SONegV Order,German,,,Lederer 1969
144S-ger,NoSOVNeg,SOVNeg Order,German,,,Lederer 1969
